Date1,Answer1,Interval,Ease factor,Time to answer1,Review type1,Date2,Answer2,Time to answer2,Review type2,Card ID 
2022-04-26 21:23:10,3,0.125,0.0,5.206,Learn,2022-04-27 09:06:07,3,8.876,Learn,1649726917242
2022-04-27 09:06:07,3,1,2.4,8.876,Learn,2022-04-27 20:52:07,4,60.0,Review,1649726917242
2022-04-27 20:52:07,4,4,2.55,60.0,Review,2022-05-01 22:33:45,4,13.793,Review,1649726917242
2022-05-01 22:33:45,4,11,2.7,13.793,Review,2022-05-12 09:26:18,4,8.672,Review,1649726917242
2022-05-12 09:26:18,4,35,2.85,8.672,Review,2022-06-16 22:32:52,4,10.761,Review,1649726917242
2022-06-16 22:32:52,4,129,3.0,10.761,Review,2022-12-16 13:31:19,3,60.0,Review,1649726917242
2022-04-26 21:09:40,1,0.0006944444444444445,0.0,30.315,Learn,2022-04-26 21:11:05,3,4.378,Learn,1649726917243
2022-04-26 21:11:05,3,0.006944444444444444,0.0,4.378,Learn,2022-04-26 21:23:04,3,5.586,Learn,1649726917243
2022-04-26 21:23:04,3,0.125,0.0,5.586,Learn,2022-04-27 09:06:13,3,6.305,Learn,1649726917243
2022-04-27 09:06:13,3,1,2.4,6.305,Learn,2022-04-27 20:54:31,4,19.746,Review,1649726917243
2022-04-27 20:54:31,4,4,2.55,19.746,Review,2022-05-01 19:57:24,4,16.633,Review,1649726917243
2022-05-01 19:57:24,4,13,2.7,16.633,Review,2022-05-14 04:47:38,4,7.999,Review,1649726917243
2022-05-14 04:47:38,4,44,2.85,7.999,Review,2022-06-27 07:54:16,1,20.718,Review,1649726917243
2022-06-27 07:54:16,1,0.006944444444444444,2.65,20.718,Review,2022-06-27 08:00:15,3,11.365,Relearn,1649726917243
2022-06-27 08:00:15,3,0.020833333333333332,2.65,11.365,Relearn,2022-06-27 16:10:29,3,18.561,Relearn,1649726917243
2022-06-27 16:10:29,3,0.25,2.65,18.561,Relearn,2022-06-28 08:28:41,3,3.731,Relearn,1649726917243
2022-06-28 08:28:41,3,1,2.65,3.731,Relearn,2022-07-01 07:45:43,4,13.747,Review,1649726917243
2022-07-01 07:45:43,4,10,2.8,13.747,Review,2022-07-11 08:00:55,4,8.052,Review,1649726917243
2022-07-11 08:00:55,4,34,2.95,8.052,Review,2022-08-14 06:58:20,4,4.977,Review,1649726917243
2022-08-14 06:58:20,4,130,3.1,4.977,Review,2023-01-26 12:12:35,1,26.145,Review,1649726917243
2023-01-26 12:12:35,1,0.006944444444444444,2.9,26.145,Review,2023-01-26 12:30:58,3,5.637,Relearn,1649726917243
2023-01-26 12:30:58,3,0.020833333333333332,2.9,5.637,Relearn,2023-01-26 14:28:05,3,5.4,Relearn,1649726917243
2023-01-26 14:28:05,3,0.25,2.9,5.4,Relearn,2023-01-26 20:41:48,3,40.648,Relearn,1649726917243
2023-01-26 20:41:48,3,1,2.9,40.648,Relearn,2023-01-27 14:10:27,3,4.046,Review,1649726917243
2023-01-27 14:10:27,3,3,2.9,4.046,Review,2023-01-30 08:50:32,4,4.126,Review,1649726917243
2023-01-30 08:50:32,4,9,3.05,4.126,Review,2023-02-08 07:20:40,3,17.268,Review,1649726917243
2023-02-08 07:20:40,3,31,3.05,17.268,Review,2023-02-09 23:35:07,4,15.328,Review,1649726917243
2023-02-09 23:35:07,4,42,3.2,15.328,Review,2023-03-23 06:41:02,3,14.068,Review,1649726917243
2022-04-26 21:11:26,1,0.0006944444444444445,0.0,20.592,Learn,2022-04-26 21:13:17,3,5.341,Learn,1649726917244
2022-04-26 21:13:17,3,0.006944444444444444,0.0,5.341,Learn,2022-04-26 21:26:36,3,3.403,Learn,1649726917244
2022-04-26 21:26:36,3,0.125,0.0,3.403,Learn,2022-04-27 09:06:19,1,5.751,Learn,1649726917244
2022-04-27 09:06:19,1,0.0006944444444444445,0.0,5.751,Learn,2022-04-27 09:11:37,3,5.519,Learn,1649726917244
2022-04-27 09:11:37,3,0.006944444444444444,0.0,5.519,Learn,2022-04-27 09:12:20,3,4.092,Learn,1649726917244
2022-04-27 09:12:20,3,0.125,0.0,4.092,Learn,2022-04-27 20:25:12,4,7.68,Learn,1649726917244
2022-04-27 20:25:12,4,4,2.4,7.68,Learn,2022-05-01 22:35:01,1,8.612,Review,1649726917244
2022-05-01 22:35:01,1,0.006944444444444444,2.2,8.612,Review,2022-05-01 23:23:19,3,7.357,Relearn,1649726917244
2022-05-01 23:23:19,3,0.020833333333333332,2.2,7.357,Relearn,2022-05-01 23:57:09,3,11.277,Relearn,1649726917244
2022-05-01 23:57:09,3,0.25,2.2,11.277,Relearn,2022-05-02 21:10:31,4,5.594,Relearn,1649726917244
2022-05-02 21:10:31,4,2,2.2,5.594,Relearn,2022-05-04 23:30:48,4,9.846,Review,1649726917244
2022-05-04 23:30:48,4,5,2.35,9.846,Review,2022-05-09 20:52:21,4,10.035,Review,1649726917244
2022-05-09 20:52:21,4,16,2.5,10.035,Review,2022-05-25 08:26:37,4,6.152,Review,1649726917244
2022-05-25 08:26:37,4,49,2.65,6.152,Review,2022-07-13 19:25:43,1,11.164,Review,1649726917244
2022-07-13 19:25:43,1,0.006944444444444444,2.45,11.164,Review,2022-07-13 19:36:51,3,5.673,Relearn,1649726917244
2022-07-13 19:36:51,3,0.020833333333333332,2.45,5.673,Relearn,2022-07-14 07:06:07,3,3.132,Relearn,1649726917244
2022-07-14 07:06:07,3,0.25,2.45,3.132,Relearn,2022-07-15 08:25:31,3,3.149,Relearn,1649726917244
2022-07-15 08:25:31,3,1,2.45,3.149,Relearn,2022-07-22 10:26:04,4,21.925,Review,1649726917244
2022-07-22 10:26:04,4,24,2.6,21.925,Review,2022-08-15 07:33:55,3,4.532,Review,1649726917244
2022-08-15 07:33:55,3,58,2.6,4.532,Review,2022-12-13 02:36:06,1,7.416,Review,1649726917244
2022-12-13 02:36:06,1,0.006944444444444444,2.4,7.416,Review,2022-12-13 05:15:27,3,10.529,Relearn,1649726917244
2022-12-13 05:15:27,3,0.020833333333333332,2.4,10.529,Relearn,2022-12-13 23:48:43,3,4.678,Relearn,1649726917244
2022-12-13 23:48:43,3,0.25,2.4,4.678,Relearn,2022-12-15 01:35:11,3,5.343,Relearn,1649726917244
2022-12-15 01:35:11,3,1,2.4,5.343,Relearn,2023-01-25 10:57:12,3,5.938,Review,1649726917244
2023-01-25 10:57:12,3,50,2.4,5.938,Review,2023-03-16 06:04:48,3,7.383,Review,1649726917244
2022-04-26 21:14:28,1,0.0006944444444444445,0.0,60.0,Learn,2022-04-26 21:15:42,3,4.0,Learn,1649726917245
2022-04-26 21:15:42,3,0.006944444444444444,0.0,4.0,Learn,2022-04-26 21:26:43,3,7.006,Learn,1649726917245
2022-04-26 21:26:43,3,0.125,0.0,7.006,Learn,2022-04-27 09:06:26,3,7.274,Learn,1649726917245
2022-04-27 09:06:26,3,1,2.4,7.274,Learn,2022-04-27 20:27:59,4,5.044,Review,1649726917245
2022-04-27 20:27:59,4,4,2.55,5.044,Review,2022-05-01 23:38:57,4,8.117,Review,1649726917245
2022-05-01 23:38:57,4,13,2.7,8.117,Review,2022-05-14 04:59:52,4,56.563,Review,1649726917245
2022-05-14 04:59:52,4,45,2.85,56.563,Review,2022-06-28 15:50:28,1,38.498,Review,1649726917245
2022-06-28 15:50:28,1,0.006944444444444444,2.65,38.498,Review,2022-06-28 15:58:41,3,3.576,Relearn,1649726917245
2022-06-28 15:58:41,3,0.020833333333333332,2.65,3.576,Relearn,2022-06-29 07:22:39,3,3.552,Relearn,1649726917245
2022-06-29 07:22:39,3,0.25,2.65,3.552,Relearn,2022-06-30 07:48:49,3,5.953,Relearn,1649726917245
2022-06-30 07:48:49,3,1,2.65,5.953,Relearn,2022-07-04 14:35:43,4,4.574,Review,1649726917245
2022-07-04 14:35:43,4,14,2.8,4.574,Review,2022-07-23 11:45:46,4,8.253,Review,1649726917245
2022-07-23 11:45:46,4,65,2.95,8.253,Review,2022-10-31 22:25:50,3,12.36,Review,1649726917245
2022-10-31 22:25:50,3,244,2.95,12.36,Review,2023-07-02 05:22:36,3,10.833,Review,1649726917245
2022-04-26 21:16:07,3,0.006944444444444444,0.0,24.854,Learn,2022-04-26 21:29:03,3,5.991,Learn,1649726917246
2022-04-26 21:29:03,3,0.125,0.0,5.991,Learn,2022-04-27 09:06:31,3,4.636,Learn,1649726917246
2022-04-27 09:06:31,3,1,2.4,4.636,Learn,2022-04-27 20:45:43,4,9.27,Review,1649726917246
2022-04-27 20:45:43,4,4,2.55,9.27,Review,2022-05-01 23:32:19,4,17.445,Review,1649726917246
2022-05-01 23:32:19,4,14,2.7,17.445,Review,2022-05-15 05:05:37,4,60.0,Review,1649726917246
2022-05-15 05:05:37,4,46,2.85,60.0,Review,2022-07-02 11:59:36,4,33.333,Review,1649726917246
2022-07-02 11:59:36,4,185,3.0,33.333,Review,2023-01-26 16:11:15,3,11.289,Review,1649726917246
2022-04-26 21:17:59,4,3,2.4,18.506,Learn,2022-05-01 10:34:30,1,11.842,Review,1649726917247
2022-05-01 10:34:30,1,0.006944444444444444,2.2,11.842,Review,2022-05-01 11:41:45,3,14.497,Relearn,1649726917247
2022-05-01 11:41:45,3,0.020833333333333332,2.2,14.497,Relearn,2022-05-01 19:36:11,3,7.592,Relearn,1649726917247
2022-05-01 19:36:11,3,0.25,2.2,7.592,Relearn,2022-05-02 01:22:48,3,17.078,Relearn,1649726917247
2022-05-02 01:22:48,3,1,2.2,17.078,Relearn,2022-05-02 21:19:58,4,20.484,Review,1649726917247
2022-05-02 21:19:58,4,4,2.35,20.484,Review,2022-05-06 19:18:34,4,5.679,Review,1649726917247
2022-05-06 19:18:34,4,12,2.5,5.679,Review,2022-05-18 07:53:10,4,5.584,Review,1649726917247
2022-05-18 07:53:10,4,40,2.65,5.584,Review,2022-06-27 07:49:55,4,8.199,Review,1649726917247
2022-06-27 07:49:55,4,135,2.8,8.199,Review,2023-01-21 14:31:09,3,9.439,Review,1649726917247
2022-04-26 21:22:59,1,0.0006944444444444445,0.0,60.0,Learn,2022-04-26 21:26:33,3,17.116,Learn,1649726917248
2022-04-26 21:26:33,3,0.006944444444444444,0.0,17.116,Learn,2022-04-26 21:38:50,3,52.11,Learn,1649726917248
2022-04-26 21:38:50,3,0.125,0.0,52.11,Learn,2022-04-27 09:06:53,3,16.668,Learn,1649726917248
2022-04-27 09:06:53,3,1,2.4,16.668,Learn,2022-04-27 21:02:07,4,9.954,Review,1649726917248
2022-04-27 21:02:07,4,4,2.55,9.954,Review,2022-05-01 22:38:17,1,60.0,Review,1649726917248
2022-05-01 22:38:17,1,0.006944444444444444,2.35,60.0,Review,2022-05-01 23:23:28,3,8.5,Relearn,1649726917248
2022-05-01 23:23:28,3,0.020833333333333332,2.35,8.5,Relearn,2022-05-01 23:53:48,3,11.101,Relearn,1649726917248
2022-05-01 23:53:48,3,0.25,2.35,11.101,Relearn,2022-05-02 21:09:58,4,9.17,Relearn,1649726917248
2022-05-02 21:09:58,4,2,2.35,9.17,Relearn,2022-05-04 23:31:59,4,45.487,Review,1649726917248
2022-05-04 23:31:59,4,6,2.5,45.487,Review,2022-05-11 03:17:12,4,22.984,Review,1649726917248
2022-05-11 03:17:12,4,19,2.65,22.984,Review,2022-05-30 10:02:12,4,17.445,Review,1649726917248
2022-05-30 10:02:12,4,65,2.8,17.445,Review,2022-08-07 14:04:07,3,31.896,Review,1649726917248
2022-08-07 14:04:07,3,192,2.8,31.896,Review,2023-02-15 13:08:57,1,60.0,Review,1649726917248
2023-02-15 13:08:57,1,0.006944444444444444,2.6,60.0,Review,2023-02-15 13:12:14,3,60.0,Relearn,1649726917248
2023-02-15 13:12:14,3,0.020833333333333332,2.6,60.0,Relearn,2023-02-15 18:27:05,3,6.002,Relearn,1649726917248
2023-02-15 18:27:05,3,0.25,2.6,6.002,Relearn,2023-02-16 01:19:32,3,12.192,Relearn,1649726917248
2023-02-16 01:19:32,3,1,2.6,12.192,Relearn,2023-02-16 07:18:19,3,6.955,Review,1649726917248
2023-02-16 07:18:19,3,3,2.6,6.955,Review,2023-02-19 12:08:53,3,5.898,Review,1649726917248
2023-02-19 12:08:53,3,9,2.6,5.898,Review,2023-02-28 13:34:54,3,27.854,Review,1649726917248
2023-02-28 13:34:54,3,20,2.6,27.854,Review,2023-03-20 07:00:42,3,12.048,Review,1649726917248
2023-03-20 07:00:42,3,52,2.6,12.048,Review,2023-05-11 06:32:15,3,44.738,Review,1649726917248
2022-04-26 21:28:57,1,0.0006944444444444445,0.0,47.188,Learn,2022-04-26 21:31:26,3,6.43,Learn,1649726917249
2022-04-26 21:31:26,3,0.006944444444444444,0.0,6.43,Learn,2022-04-26 21:42:42,3,5.555,Learn,1649726917249
2022-04-26 21:42:42,3,0.125,0.0,5.555,Learn,2022-04-27 09:07:19,3,26.236,Learn,1649726917249
2022-04-27 09:07:19,3,1,2.4,26.236,Learn,2022-04-27 20:58:25,4,10.025,Review,1649726917249
2022-04-27 20:58:25,4,4,2.55,10.025,Review,2022-05-01 23:36:14,1,31.176,Review,1649726917249
2022-05-01 23:36:14,1,0.006944444444444444,2.35,31.176,Review,2022-05-01 23:49:32,3,4.477,Relearn,1649726917249
2022-05-01 23:49:32,3,0.020833333333333332,2.35,4.477,Relearn,2022-05-02 01:17:34,3,6.702,Relearn,1649726917249
2022-05-02 01:17:34,3,0.25,2.35,6.702,Relearn,2022-05-02 21:10:37,4,6.135,Relearn,1649726917249
2022-05-02 21:10:37,4,2,2.35,6.135,Relearn,2022-05-04 23:36:59,4,53.405,Review,1649726917249
2022-05-04 23:36:59,4,7,2.5,53.405,Review,2022-05-11 10:42:49,4,20.327,Review,1649726917249
2022-05-11 10:42:49,4,21,2.65,20.327,Review,2022-06-06 08:02:40,4,10.042,Review,1649726917249
2022-06-06 08:02:40,4,91,2.8,10.042,Review,2022-09-05 09:26:44,1,13.957,Review,1649726917249
2022-09-05 09:26:44,1,0.006944444444444444,2.6,13.957,Review,2022-09-05 09:39:09,3,9.649,Relearn,1649726917249
2022-09-05 09:39:09,3,0.020833333333333332,2.6,9.649,Relearn,2022-09-05 10:31:46,3,15.298,Relearn,1649726917249
2022-09-05 10:31:46,3,0.25,2.6,15.298,Relearn,2022-09-05 18:51:06,3,5.228,Relearn,1649726917249
2022-09-05 18:51:06,3,1,2.6,5.228,Relearn,2022-09-06 07:56:27,4,4.898,Review,1649726917249
2022-09-06 07:56:27,4,4,2.75,4.898,Review,2022-09-10 14:19:41,4,5.56,Review,1649726917249
2022-09-10 14:19:41,4,14,2.9,5.56,Review,2022-10-31 03:41:53,3,8.727,Review,1649726917249
2022-10-31 03:41:53,3,96,2.9,8.727,Review,2023-02-04 11:38:54,3,32.574,Review,1649726917249
2023-02-04 11:38:54,3,278,2.9,32.574,Review,2023-02-06 08:19:09,3,21.539,Review,1649726917249
2022-04-26 21:32:53,4,3,2.4,30.114,Learn,2022-05-01 11:43:03,1,2.76,Review,1649726917250
2022-05-01 11:43:03,1,0.006944444444444444,2.2,2.76,Review,2022-05-01 19:33:42,3,5.523,Relearn,1649726917250
2022-05-01 19:33:42,3,0.020833333333333332,2.2,5.523,Relearn,2022-05-01 22:28:43,3,7.016,Relearn,1649726917250
2022-05-01 22:28:43,3,0.25,2.2,7.016,Relearn,2022-05-02 21:09:26,4,3.431,Relearn,1649726917250
2022-05-02 21:09:26,4,2,2.2,3.431,Relearn,2022-05-04 23:43:24,4,4.039,Review,1649726917250
2022-05-04 23:43:24,4,5,2.35,4.039,Review,2022-05-10 03:20:51,4,8.54,Review,1649726917250
2022-05-10 03:20:51,4,17,2.5,8.54,Review,2022-05-26 09:16:37,4,4.613,Review,1649726917250
2022-05-26 09:16:37,4,53,2.65,4.613,Review,2022-07-23 11:46:33,4,6.04,Review,1649726917250
2022-07-23 11:46:33,4,197,2.8,6.04,Review,2023-02-05 07:03:14,4,7.583,Review,1649726917250
2023-02-05 07:03:14,4,719,2.95,7.583,Review,2023-02-06 08:26:27,4,3.588,Review,1649726917250
2022-04-26 21:35:45,1,0.0006944444444444445,0.0,28.557,Learn,2022-04-26 21:37:00,3,5.677,Learn,1649726917251
2022-04-26 21:37:00,3,0.006944444444444444,0.0,5.677,Learn,2022-04-26 21:48:21,3,11.019,Learn,1649726917251
2022-04-26 21:48:21,3,0.125,0.0,11.019,Learn,2022-04-27 09:07:24,3,4.889,Learn,1649726917251
2022-04-27 09:07:24,3,1,2.4,4.889,Learn,2022-04-27 20:56:05,4,5.541,Review,1649726917251
2022-04-27 20:56:05,4,4,2.55,5.541,Review,2022-05-01 22:38:39,3,6.17,Review,1649726917251
2022-05-01 22:38:39,3,10,2.55,6.17,Review,2022-05-11 10:14:46,4,4.841,Review,1649726917251
2022-05-11 10:14:46,4,33,2.7,4.841,Review,2022-06-15 06:49:07,4,5.312,Review,1649726917251
2022-06-15 06:49:07,4,117,2.85,5.312,Review,2022-12-13 01:50:00,3,9.986,Review,1649726917251
2022-04-26 21:37:58,1,0.0006944444444444445,0.0,29.144,Learn,2022-04-26 21:39:14,3,3.653,Learn,1649726917252
2022-04-26 21:39:14,3,0.006944444444444444,0.0,3.653,Learn,2022-04-26 21:51:27,1,60.0,Learn,1649726917252
2022-04-26 21:51:27,1,0.0006944444444444445,0.0,60.0,Learn,2022-04-26 21:52:54,3,7.836,Learn,1649726917252
2022-04-26 21:52:54,3,0.006944444444444444,0.0,7.836,Learn,2022-04-26 22:03:40,3,7.629,Learn,1649726917252
2022-04-26 22:03:40,3,0.125,0.0,7.629,Learn,2022-04-27 09:08:40,1,15.595,Learn,1649726917252
2022-04-27 09:08:40,1,0.0006944444444444445,0.0,15.595,Learn,2022-04-27 09:11:57,3,3.091,Learn,1649726917252
2022-04-27 09:11:57,3,0.006944444444444444,0.0,3.091,Learn,2022-04-27 09:12:11,3,3.011,Learn,1649726917252
2022-04-27 09:12:11,3,0.125,0.0,3.011,Learn,2022-04-27 20:24:49,4,7.427,Learn,1649726917252
2022-04-27 20:24:49,4,3,2.4,7.427,Learn,2022-05-01 19:40:03,1,26.016,Review,1649726917252
2022-05-01 19:40:03,1,0.006944444444444444,2.2,26.016,Review,2022-05-01 19:52:55,1,22.305,Relearn,1649726917252
2022-05-01 19:52:55,1,0.006944444444444444,2.2,22.305,Relearn,2022-05-01 22:28:36,3,12.127,Relearn,1649726917252
2022-05-01 22:28:36,3,0.020833333333333332,2.2,12.127,Relearn,2022-05-01 23:31:06,4,8.6,Relearn,1649726917252
2022-05-01 23:31:06,4,2,2.2,8.6,Relearn,2022-05-03 19:01:39,1,13.237,Review,1649726917252
2022-05-03 19:01:39,1,0.006944444444444444,2.0,13.237,Review,2022-05-03 19:14:07,1,11.659,Relearn,1649726917252
2022-05-03 19:14:07,1,0.006944444444444444,2.0,11.659,Relearn,2022-05-03 19:33:00,1,60.0,Relearn,1649726917252
2022-05-03 19:33:00,1,0.006944444444444444,2.0,60.0,Relearn,2022-05-03 19:41:47,1,42.872,Relearn,1649726917252
2022-05-03 19:41:47,1,0.006944444444444444,2.0,42.872,Relearn,2022-05-03 19:44:04,1,17.197,Relearn,1649726917252
2022-05-03 19:44:04,1,0.006944444444444444,2.0,17.197,Relearn,2022-05-03 19:44:37,3,11.389,Relearn,1649726917252
2022-05-03 19:44:37,3,0.020833333333333332,2.0,11.389,Relearn,2022-05-04 05:31:37,3,5.368,Relearn,1649726917252
2022-05-04 05:31:37,3,0.25,2.0,5.368,Relearn,2022-05-04 23:25:00,3,9.562,Relearn,1649726917252
2022-05-04 23:25:00,3,1,2.0,9.562,Relearn,2022-05-05 20:35:49,4,3.913,Review,1649726917252
2022-05-05 20:35:49,4,4,2.15,3.913,Review,2022-05-10 03:05:57,1,39.175,Review,1649726917252
2022-05-10 03:05:57,1,0.006944444444444444,1.95,39.175,Review,2022-05-10 03:20:13,3,7.877,Relearn,1649726917252
2022-05-10 03:20:13,3,0.020833333333333332,1.95,7.877,Relearn,2022-05-10 04:08:31,3,60.0,Relearn,1649726917252
2022-05-10 04:08:31,3,0.25,1.95,60.0,Relearn,2022-05-10 11:53:41,3,4.038,Relearn,1649726917252
2022-05-10 11:53:41,3,1,1.95,4.038,Relearn,2022-05-11 03:18:04,4,4.382,Review,1649726917252
2022-05-11 03:18:04,4,4,2.1,4.382,Review,2022-05-14 04:48:17,4,11.323,Review,1649726917252
2022-05-14 04:48:17,4,9,2.25,11.323,Review,2022-05-23 16:58:56,4,15.951,Review,1649726917252
2022-05-23 16:58:56,4,23,2.4,15.951,Review,2022-06-15 19:03:07,4,13.201,Review,1649726917252
2022-06-15 19:03:07,4,69,2.55,13.201,Review,2022-08-25 18:20:55,1,40.698,Review,1649726917252
2022-08-25 18:20:55,1,0.006944444444444444,2.35,40.698,Review,2022-08-25 18:33:21,3,5.553,Relearn,1649726917252
2022-08-25 18:33:21,3,0.020833333333333332,2.35,5.553,Relearn,2022-08-25 23:45:51,3,43.257,Relearn,1649726917252
2022-08-25 23:45:51,3,0.25,2.35,43.257,Relearn,2022-08-28 10:20:30,3,8.356,Relearn,1649726917252
2022-08-28 10:20:30,3,1,2.35,8.356,Relearn,2022-08-29 07:51:52,3,60.0,Review,1649726917252
2022-08-29 07:51:52,3,3,2.35,60.0,Review,2022-09-04 12:14:06,1,60.0,Review,1649726917252
2022-09-04 12:14:06,1,0.006944444444444444,2.15,60.0,Review,2022-09-04 13:02:31,3,3.235,Relearn,1649726917252
2022-09-04 13:02:31,3,0.020833333333333332,2.15,3.235,Relearn,2022-09-04 14:00:44,3,3.043,Relearn,1649726917252
2022-09-04 14:00:44,3,0.25,2.15,3.043,Relearn,2022-09-04 19:43:52,3,5.828,Relearn,1649726917252
2022-09-04 19:43:52,3,1,2.15,5.828,Relearn,2022-09-05 09:26:56,4,4.877,Review,1649726917252
2022-09-05 09:26:56,4,4,2.3,4.877,Review,2022-09-09 09:43:04,3,4.815,Review,1649726917252
2022-09-09 09:43:04,3,8,2.3,4.815,Review,2022-09-19 11:23:43,4,60.0,Review,1649726917252
2022-09-19 11:23:43,4,33,2.45,60.0,Review,2022-12-16 09:04:51,2,18.362,Review,1649726917252
2022-12-16 09:04:51,2,37,2.3,18.362,Review,2023-01-27 11:59:43,1,28.196,Review,1649726917252
2023-01-27 11:59:43,1,0.006944444444444444,2.1,28.196,Review,2023-01-27 12:48:09,3,5.581,Relearn,1649726917252
2023-01-27 12:48:09,3,0.020833333333333332,2.1,5.581,Relearn,2023-01-27 13:29:50,3,4.803,Relearn,1649726917252
2023-01-27 13:29:50,3,0.25,2.1,4.803,Relearn,2023-01-28 00:33:57,3,2.65,Relearn,1649726917252
2023-01-28 00:33:57,3,1,2.1,2.65,Relearn,2023-01-28 10:53:26,3,9.659,Review,1649726917252
2023-01-28 10:53:26,3,3,2.1,9.659,Review,2023-01-31 23:00:30,3,17.125,Review,1649726917252
2023-01-31 23:00:30,3,6,2.1,17.125,Review,2023-02-06 19:40:34,3,11.002,Review,1649726917252
2023-02-06 19:40:34,3,11,2.1,11.002,Review,2023-02-17 06:07:06,1,11.731,Review,1649726917252
2022-04-26 21:42:05,1,0.0006944444444444445,0.0,20.811,Learn,2022-04-26 21:43:49,3,8.577,Learn,1649726917253
2022-04-26 21:43:49,3,0.006944444444444444,0.0,8.577,Learn,2022-04-26 21:56:59,3,4.378,Learn,1649726917253
2022-04-26 21:56:59,3,0.125,0.0,4.378,Learn,2022-04-27 09:08:16,3,11.997,Learn,1649726917253
2022-04-27 09:08:16,3,1,2.4,11.997,Learn,2022-04-27 20:57:37,2,32.189,Review,1649726917253
2022-04-27 20:57:37,2,2,2.25,32.189,Review,2022-05-01 07:12:29,3,7.495,Review,1649726917253
2022-05-01 07:12:29,3,4,2.25,7.495,Review,2022-05-04 23:37:30,4,20.825,Review,1649726917253
2022-05-04 23:37:30,4,12,2.4,20.825,Review,2022-05-16 06:12:40,4,25.227,Review,1649726917253
2022-05-16 06:12:40,4,34,2.55,25.227,Review,2022-06-19 07:25:04,1,17.132,Review,1649726917253
2022-06-19 07:25:04,1,0.006944444444444444,2.35,17.132,Review,2022-06-19 08:31:51,3,7.83,Relearn,1649726917253
2022-06-19 08:31:51,3,0.020833333333333332,2.35,7.83,Relearn,2022-06-19 08:44:35,3,3.685,Relearn,1649726917253
2022-06-19 08:44:35,3,0.25,2.35,3.685,Relearn,2022-06-20 07:26:33,3,6.602,Relearn,1649726917253
2022-06-20 07:26:33,3,1,2.35,6.602,Relearn,2022-06-21 07:00:00,1,9.407,Review,1649726917253
2022-06-21 07:00:00,1,0.006944444444444444,2.15,9.407,Review,2022-06-21 07:59:13,3,4.951,Relearn,1649726917253
2022-06-21 07:59:13,3,0.020833333333333332,2.15,4.951,Relearn,2022-06-21 22:28:06,3,3.124,Relearn,1649726917253
2022-06-21 22:28:06,3,0.25,2.15,3.124,Relearn,2022-06-22 08:30:03,3,2.744,Relearn,1649726917253
2022-06-22 08:30:03,3,1,2.15,2.744,Relearn,2022-06-24 17:54:10,4,57.771,Review,1649726917253
2022-06-24 17:54:10,4,6,2.3,57.771,Review,2022-07-04 12:52:10,4,5.601,Review,1649726917253
2022-07-04 12:52:10,4,29,2.45,5.601,Review,2022-08-07 09:11:08,4,11.168,Review,1649726917253
2022-08-07 09:11:08,4,113,2.6,11.168,Review,2023-01-24 01:30:54,1,11.529,Review,1649726917253
2023-01-24 01:30:54,1,0.006944444444444444,2.4,11.529,Review,2023-01-24 13:33:05,3,5.821,Relearn,1649726917253
2023-01-24 13:33:05,3,0.020833333333333332,2.4,5.821,Relearn,2023-01-24 15:48:16,3,5.609,Relearn,1649726917253
2023-01-24 15:48:16,3,0.25,2.4,5.609,Relearn,2023-01-24 23:26:01,3,3.843,Relearn,1649726917253
2023-01-24 23:26:01,3,1,2.4,3.843,Relearn,2023-01-27 13:17:38,3,4.749,Review,1649726917253
2023-01-27 13:17:38,3,5,2.4,4.749,Review,2023-02-01 10:00:37,1,11.351,Review,1649726917253
2023-02-01 10:00:37,1,0.006944444444444444,2.2,11.351,Review,2023-02-01 10:04:01,3,5.626,Relearn,1649726917253
2023-02-01 10:04:01,3,0.020833333333333332,2.2,5.626,Relearn,2023-02-01 19:22:33,3,5.081,Relearn,1649726917253
2023-02-01 19:22:33,3,0.25,2.2,5.081,Relearn,2023-02-02 05:25:02,3,13.434,Relearn,1649726917253
2023-02-02 05:25:02,3,1,2.2,13.434,Relearn,2023-02-04 11:40:11,3,4.102,Review,1649726917253
2023-02-04 11:40:11,3,3,2.2,4.102,Review,2023-02-06 08:17:48,4,6.765,Review,1649726917253
2023-02-06 08:17:48,4,12,2.35,6.765,Review,2023-02-18 09:57:49,3,3.961,Review,1649726917253
2023-02-18 09:57:49,3,28,2.35,3.961,Review,2023-03-18 04:48:27,3,6.056,Review,1649726917253
2023-03-18 04:48:27,3,67,2.35,6.056,Review,2023-05-24 06:44:14,1,18.255,Review,1649726917253
2023-05-24 06:44:14,1,0.0006944444444444445,2.15,18.255,Review,2023-05-24 06:45:33,3,2.662,Relearn,1649726917253
2023-05-24 06:45:33,3,0.006944444444444444,2.15,2.662,Relearn,2023-05-24 06:59:33,3,3.832,Relearn,1649726917253
2023-05-24 06:59:33,3,0.16666666666666666,2.15,3.832,Relearn,2023-05-24 21:17:57,3,2.922,Relearn,1649726917253
2023-05-24 21:17:57,3,1.0,2.15,2.922,Relearn,2023-05-25 07:27:53,3,54.211,Relearn,1649726917253
2023-05-25 07:27:53,3,1,2.15,54.211,Relearn,2023-05-26 06:34:46,3,2.944,Review,1649726917253
2023-05-26 06:34:46,3,3,2.15,2.944,Review,2023-05-29 07:33:30,3,55.37,Review,1649726917253
2023-05-29 07:33:30,3,5,2.15,55.37,Review,2023-06-03 07:11:12,4,5.508,Review,1649726917253
